title,summary,url,annotation
Vandalia Baptist Association,"The Vandalia Baptist Association, a precursor to the Centralia Baptist Association and Kaskaskia Baptist Association, was organized in 1840 and centered in the Vandalia, Illinois, area. It originated from the Saline Fraternity, which was organized in 1834, which in turn was an offspring of the Old South District of the Friends of Humanity.",https://en.wikipedia.org/wiki/Vandalia_Baptist_Association,Event
EuroSEAS Social Science Book Prize,"The EuroSEAS Social Science Book Prize has been awarded since 2015 by the European Association for Southeast Asian Studies (EuroSEAS). The prize is awarded to the best academic book on Southeast Asia published in the social sciences, including anthropology, economics, law, politics, international relations, and sociology.",https://en.wikipedia.org/wiki/EuroSEAS_Social_Science_Book_Prize,Event
Awamir,"The Awamir (Arabic: العوامر) (singular Al Amri Arabic: العامري) is a Bedouin Arab tribe in the United Arab Emirates (UAE) and Oman. Warlike and fiercely independent, they were camel breeders, raiders and occasionally date farmers before settling in the 1960s.",https://en.wikipedia.org/wiki/Awamir,Not an Event
Asperula,"Asperula, commonly known as woodruff, is a genus of flowering plants in the family Rubiaceae. It contains 91 species and has a wide distribution area from Europe, northern Africa, temperate and subtropical Asia to Australasia.

",https://en.wikipedia.org/wiki/Asperula,Not an Event
Remirema,"Remirema is a genus of flowering plants belonging to the family Convolvulaceae.
Its native range is Indo-China.
Species:

Remirema bracteata Kerr",https://en.wikipedia.org/wiki/Remirema,Not an Event
Asterostroma,"Asterostroma is a genus of fungi in the Lachnocladiaceae family. The genus contains 14 species, which collectively have a widespread distribution.",https://en.wikipedia.org/wiki/Asterostroma,Not an Event
North Yorkshire,"North Yorkshire is a ceremonial county in the Yorkshire and the Humber and North East regions of England. It borders County Durham to the north, the North Sea to the east, the East Riding of Yorkshire to the south-east, South Yorkshire to the south, West Yorkshire to the south-west, and Cumbria and Lancashire to the west.
The county is the largest in England by land area, at 8,654 km2 (3,341 sq mi), and had a population of 1,158,816 in 2021. The largest settlements are Middlesbrough (148,215) in the north-east and the city of York (141,685) in the south. Middlesbrough is part of the Teesside built-up area, which extends into County Durham and had a total population of 376,663 in 2011. The remainder of the county is rural, and the largest towns are Harrogate (75,515) in the south and Scarborough (59,505) in the east. For local government purposes the county comprises four unitary authority areas—North Yorkshire, Middlesbrough, Redcar and Cleveland, and York—and part of a fifth, Stockton-on-Tees. The local authorities of York and North Yorkshire form a combined authority of the same name, and the local authorities of the other three areas are part of the Tees Valley Combined Authority. The county was historically part of Yorkshire.
The centre of the county contains a wide plain, called the Vale of Mowbray in the north and Vale of York in the south. The North York Moors uplands lie to the east, and south of them the Vale of Pickering is separated from the main plain by the Howardian Hills. Further east, the county has a coastline on the North Sea. The west of the county contains the Yorkshire Dales, an extensive upland area which contains the source of the River Ouse/Ure and many of its tributaries, which together drain most of the county before reaching the Humber estuary in the south. The Dales also contain the county's highest point, Whernside, at 2,415 feet (736 m).",https://en.wikipedia.org/wiki/North_Yorkshire,Not an Event
California State Athletic Commission,"The California State Athletic Commission (CSAC) regulates amateur and professional boxing, amateur and professional kickboxing and professional mixed martial arts (MMA) throughout the State by licensing all participants and supervising the events.
In May 2017, CSAC implemented a 10-point plan against extreme weight-cutting inclusive of fine fighters who missed contracted fight weights, missed weight fighters may ask to move to higher weight class, a 30-day and 10-day weight check for “high level title fights among others  On October 25, 2019 CSAC passed a vote of 5–0 on cancelling a fight if fighters weighted more than 15% above their contracted fight weight on the day of the event.

",https://en.wikipedia.org/wiki/California_State_Athletic_Commission,Not an Event
2022–23 Major Arena Soccer League season,"The 2022–23 Major Arena Soccer League season was the fifteenth season for the league. The regular season started on November 25, 2022, and ended on April 2, 2023. Each team played a 24-game schedule. 45 anniversary of professional, indoor soccer in North America

",https://en.wikipedia.org/wiki/2022%E2%80%9323_Major_Arena_Soccer_League_season,Event
2019 Sunshine Ladies Tour,"The 2019 Sunshine Ladies Tour was the 6th season of the Sunshine Ladies Tour, a series of professional golf tournaments for women based in  South Africa.

",https://en.wikipedia.org/wiki/2019_Sunshine_Ladies_Tour,Event
Nadozerye,"Nadozerye (Russian: Надозерье) is a rural locality (a village) in Morzhegorskoye Rural Settlement of Vinogradovsky District, Arkhangelsk Oblast, Russia. The population was 11 as of 2010.",https://en.wikipedia.org/wiki/Nadozerye,Not an Event
Premenstrual dysphoric disorder,"Premenstrual dysphoric disorder (PMDD) is a mood disorder characterized by emotional, cognitive, and physical symptoms. PMDD causes significant distress or impairment in menstruating women during the luteal phase of the menstrual cycle. The symptoms occur in the luteal phase (between ovulation and menstruation), improve within a few days after the onset of menses, and are minimal or absent in the week after menses. PMDD has a profound impact on a woman’s quality of life and dramatically increases the risk of suicidal ideation and even suicide attempts. Many women of reproductive age experience discomfort or mild mood changes prior to menstruation. However, 5–8% experience severe premenstrual syndrome causing significant distress or functional impairment. Within this population of reproductive age, some will meet the criteria for PMDD. 
The exact cause of PMDD is currently unknown. Ovarian hormone levels during the menstrual cycle do not differ between individuals with PMDD and the general population. However, because the symptoms are only present during ovulatory cycles and resolve after menstruation,  it is believed to be caused by fluctuations in gonadal sex hormones or variations in sensitivity to sex hormones.
In 2017, researchers at the National Institutes of Health discovered that women with PMDD have genetic changes that make their emotional regulatory pathways more sensitive to estrogen and progesterone, as well as their chemical derivatives. The researchers believe that this increased sensitivity may be responsible for PMDD symptoms.
Studies have found that those with PMDD are more at risk of developing postpartum depression after pregnancy. PMDD was added to the list of depressive disorders in the Diagnostic and Statistical Manual of Mental Disorders in 2013. It has 11 main symptoms, and a woman has to exhibit at least five to be diagnosed with PMDD. Roughly 20% of females have some symptoms of PMDD, but either have less than five or do not have functional impairment.
First line treatment for PMDD is with selective serotonin reuptake inhibitors (SSRIs), which can be administered continuously throughout the menstrual cycle or intermittently, with treatment only during the symptomatic phase (approximately 14 days per cycle). Hormonal therapy with oral contraceptives that contain drospirenone have demonstrated efficiency in reducing PMDD symptoms as well. Cognitive behavioral therapy, whether in combination with SSRIs or alone, has shown to be effective in reducing impairment. Dietary modifications and exercise may also be helpful, but studies investigating these treatments have not demonstrated efficacy in reducing PMDD symptoms.

",https://en.wikipedia.org/wiki/Premenstrual_dysphoric_disorder,Not an Event
Arab Swimming Championships,"The Arab Swimming Championships (Arabic: البطولة العربية للسباحة) are the Arab championships in the sport of Swimming. It is organized by the Arab Swimming Confederation (ASC) and held biennially. The first edition was held in August 2012 in Amman, Jordan.

",https://en.wikipedia.org/wiki/Arab_Swimming_Championships,Not an Event
Mrinalini Dutta Mahavidyapith,"Mrinalini Dutta Mahavidyapith, established in 1964, is a general degree college in Birati, Kolkata. It offers undergraduate courses in arts, commerce and sciences.  It is affiliated to West Bengal State University.

",https://en.wikipedia.org/wiki/Mrinalini_Dutta_Mahavidyapith,Not an Event
New Suburb Beautiful,"New Suburb Beautiful is a small neighborhood within the Hyde Park district of Tampa, Florida. As of the 2010 census the neighborhood had a population of 921. The ZIP Code neighborhood is 33629.",https://en.wikipedia.org/wiki/New_Suburb_Beautiful,Not an Event
1888 in Ireland,"Events from the year 1888 in Ireland.

",https://en.wikipedia.org/wiki/1888_in_Ireland,Event
"Kildare, Wisconsin","Kildare is a town in Juneau County, Wisconsin, United States. The population was 557 at the 2000 census.","https://en.wikipedia.org/wiki/Kildare,_Wisconsin",Not an Event
Chindongo demasoni,"Chindongo demasoni is a species of cichlid endemic to Lake Malawi where it is only known from the Pombo Rocks in Tanzanian waters.  This species can potentially reach a maximum length of 10 centimetres (3.9 in) SL.  It is now commonly found in the aquarium trade.

",https://en.wikipedia.org/wiki/Chindongo_demasoni,Not an Event
SS Reiher,"At least three steamships have been named Reiher;

SS Reiher (1870), a German cargo ship in service 1871–1907.
SS Reiher (1909), a German cargo ship in service 1909–1938.
SS Reiher (1938), a German cargo ship in service 1938–1939.",https://en.wikipedia.org/wiki/SS_Reiher,Not an Event
North American F-82 Twin Mustang,"The North American F-82 Twin Mustang is the last American piston-engined fighter ordered into production by the United States Air Force. Based on the North American P-51 Mustang, the F-82 was originally designed as a long-range escort fighter for the Boeing B-29 Superfortress in World War II. The war ended well before the first production units were operational.
In the postwar era, Strategic Air Command used the aircraft as a long-range escort fighter. Radar-equipped F-82s were used extensively by the Air Defense Command as replacements for the Northrop P-61 Black Widow as all-weather day/night interceptors. During the Korean War, Japan-based F-82s were among the first USAF aircraft to operate over Korea. The first three North Korean aircraft destroyed by U.S. forces were shot down by F-82s, the first being a North-Korean Yak-11 downed over Gimpo Airfield by the USAF 68th Fighter Squadron.

",https://en.wikipedia.org/wiki/North_American_F-82_Twin_Mustang,Not an Event
Radio 1 (Norway),"Radio 1 is a radio network in Norway. It broadcasts programmes on FM Oslo, Bergen and Trondheim and on DAB nationally. It is operated by Bauer Media AS. It targets a relatively young and trendy audience.  

",https://en.wikipedia.org/wiki/Radio_1_(Norway),Not an Event
Fort Mellieħa,"Fort Mellieħa or Mellieħa Fort (Maltese: Il-Fortizza tal-Mellieħa), also known as Il-Fortizza tas-Salib (meaning Fort of the Cross), is a World War II-era fort in Mellieħa, Malta. It was built by the British on top of Mellieħa Hill, to serve as a civil defence depot and an observation post. The structure is lightly fortified by a perimeter wall.
The fort is now surrounded by residential buildings. Lack of upkeep had affected the structure when, on December 28 1991, the Lands Department leased it to the Mellieħa Scout Group, who restored the building, and now use it as their headquarters. It is the largest scouts headquarters in Malta, and includes kitchens, dormitories, a campsite and underground shelters.

",https://en.wikipedia.org/wiki/Fort_Mellie%C4%A7a,Not an Event
Swiss Cup (gymnastics),"The Swiss Cup or Swiss Cup Zürich is an annual artistic gymnastics competition held in Zürich, Switzerland. The first iteration was held in 1982.
Unlike most artistic gymnastics competitions, the Swiss Cup is a mixed pairs event and features an elimination system. Each team consists of a male and a female gymnast from the same country. Both of them compete on all events of their gender (so the women on vault, beam, uneven bars and floor, and the men on floor, pommel horse, rings, vault, parallel bars and high bar), and their scores are added together.",https://en.wikipedia.org/wiki/Swiss_Cup_(gymnastics),Event
Phase-out of fossil fuel vehicles,"A phase-out of fossil fuel vehicles are proposed bans or discouragement (for example via taxes) on the sale of new fossil-fuel powered vehicles or use of existing fossil-fuel powered vehicles, as well the encouragement of using other forms of transportation. Vehicles that are powered by fossil fuels, such as gasoline (petrol), diesel, kerosene, and fuel oil are set to be phased out by a number of countries. It is one of the three most important parts of the general fossil fuel phase-out process, the others being the phase-out of fossil fuel power plants for electricity generation and decarbonisation of industry.
Many countries and cities around the world have stated they will ban the sale of passenger vehicles (primarily cars and buses) powered by fossil fuels such as petrol, liquefied petroleum gas, and diesel at some time in the future. Synonyms for the bans include phrases like ""banning gas cars"", ""banning petrol cars"", ""the petrol and diesel car ban"", or simply ""the diesel ban"". Another method of phase-out is the use of zero-emission zones in cities.

",https://en.wikipedia.org/wiki/Phase-out_of_fossil_fuel_vehicles,Not an Event
Lutheran High School Association,"The Lutheran High School Association of Greater Detroit (or simply Lutheran High School Association) is an association of several Lutheran high schools in Metro Detroit, Michigan.  It has a unified standards-based curriculum.  Currently its component high schools are Lutheran High School North, Lutheran High School Westland, and Lutheran High School Northwest. The Lutheran High School Association administrative office relocated to an addition at Lutheran Northwest in 2006.",https://en.wikipedia.org/wiki/Lutheran_High_School_Association,Not an Event
Kotawagura,"Kotawagura is a village in Central Province, Sri Lanka.",https://en.wikipedia.org/wiki/Kotawagura,Not an Event
Kotawagura,"Kotawagura is a village in Central Province, Sri Lanka.",https://en.wikipedia.org/wiki/Kotawagura,Not an Event
