sentence,token,tag
85,sponsorship,O
85,reasons,O
85,),O
85,was,O
85,the,O
85,eleventh,O
85,season,O
85,of,O
85,the,b
85,Varsity,i
85,Cup,i
85,",",O
85,an,O
85,annual,O
85,inter-university,O
85,rugby,O
85,union,O
85,competition,O
85,featuring,O
85,South,O
85,African,O
85,universities,O
85,.,O
86,The,b
86,National,i
86,Temperance,i
86,Council,i
86,was,O
86,established,O
86,in,O
86,1913,O
86,to,O
86,coordinate,O
86,the,O
86,activities,O
86,of,O
86,numerous,O
86,organizations,O
86,in,O
86,the,O
86,temperance,O
86,movement,O
86,.,O
87,Its,O
87,purpose,O
87,included,O
87,the,O
87,promotion,O
87,of,O
87,alcohol,O
87,education,O
87,.,O
88,Its,O
88,goal,O
88,was,O
88,the,b
88,ratification,i
88,of,i
88,an,i
88,amendment,i
88,to,i
88,the,i
88,United,i
88,States,i
88,Constitution,i
88,outlawing,O
88,the,O
88,manufacture,O
88,",",O
88,distribution,O
88,and,O
88,sale,O
88,of,O
88,alcoholic,O
88,beverages,O
88,throughout,O
88,the,O
88,country,O
88,.,O
89,The,b
89,National,i
89,Temperance,i
89,Council,i
89,stated,O
89,that,O
89,it,O
89,represented,O
89,14-15,O
89,million,O
89,American,O
89,citizens,O
89,and,O
89,had,O
89,a,O
89,membership,O
89,of,O
89,``,O
89,22,O
89,organizations,O
89,",",O
89,church,O
89,boards,O
89,",",O
89,and,O
89,commissions,O
89,'',O
89,",",O
89,with,O
89,representatives,O
89,from,O
89,major,O
89,Christian,O
89,denominations,O
89,.,O
90,Notable,O
90,temperance,O
90,organisations,O
90,in,O
90,the,O
90,United,O
90,States,O
90,that,O
90,held,O
90,membership,O
90,in,O
90,the,b
90,National,i
90,Temperance,i
90,and,i
90,Prohibition,i
90,Council,i
90,included,O
90,the,b
90,Woman,i
90,'s,i
90,Christian,i
90,Temperance,i
90,Union,i
90,",",O
90,Preferred,O
90,Risk,O
90,Mutual,O
90,Insurance,O
90,Company,O
90,",",O
90,International,b
90,Organisation,i
90,of,i
90,Good,i
90,Templars,i
90,",",O
90,American,O
90,Temperance,O
90,Society,O
90,",",O
90,and,O
90,Prohibition,O
90,Party,O
90,.,O
91,The,b
91,1929,i
91,German,i
91,Grand,i
91,Prix,i
91,was,O
91,a,O
91,Grand,O
91,Prix,O
91,motor,O
91,race,O
91,held,O
91,at,O
91,the,O
91,Nürburgring,O
91,on,O
91,14,O
91,July,O
91,1929,O
91,.,O
92,The,b
92,Vandalia,i
92,Baptist,i
92,Association,i
92,",",O
92,a,O
92,precursor,O
92,to,O
92,the,b
92,Centralia,i
92,Baptist,i
92,Association,i
92,and,O
92,Kaskaskia,b
92,Baptist,i
92,Association,i
92,",",O
92,was,O
92,organized,O
92,in,O
92,1840,O
92,and,O
92,centered,O
92,in,O
92,the,O
92,Vandalia,O
92,",",O
92,Illinois,O
92,",",O
92,area,O
92,.,O
93,It,O
93,originated,O
93,from,O
93,the,b
93,Saline,i
93,Fraternity,i
93,",",O
93,which,O
93,was,O
93,organized,O
93,in,O
93,1834,O
93,",",O
93,which,O
93,in,O
93,turn,O
93,was,O
93,an,O
93,offspring,O
93,of,O
93,the,O
93,Old,O
93,South,O
93,District,O
93,of,O
93,the,O
93,Friends,O
93,of,O
93,Humanity,O
93,.,O
94,The,b
94,2019,i
94,Sunshine,i
94,Ladies,i
94,Tour,i
94,was,O
94,the,O
94,6th,O
94,season,O
94,of,O
94,the,b
94,Sunshine,i
94,Ladies,i
94,Tour,i
94,",",O
94,a,O
94,series,O
94,of,O
94,professional,O
94,golf,O
94,tournaments,O
94,for,O
94,women,O
94,based,O
94,in,O
94,South,O
94,Africa,O
94,.,O
95,The,b
95,6th,i
95,PGA,i
95,Golden,i
95,Laurel,i
95,Awards,i
95,",",O
95,honoring,O
95,the,O
95,best,O
95,film,O
95,and,O
95,television,O
95,producers,O
95,of,O
95,1994,O
95,",",O
95,were,O
95,held,O
95,at,O
95,the,O
95,Regent,O
95,Beverly,O
95,Wilshire,O
95,Hotel,O
95,in,O
95,Los,O
95,Angeles,O
95,",",O
95,California,O
95,on,O
95,March,O
95,8,O
95,",",O
95,1995,O
95,.,O
96,The,O
96,nominees,O
96,were,O
96,announced,O
96,on,O
96,January,O
96,26,O
96,",",O
96,1995,O
96,.,O
97,An,O
97,agreement,b
97,signed,i
97,between,i
97,the,i
97,Allied,i
97,Powers,i
97,of,i
97,the,i
97,First,i
97,World,i
97,War,i
97,on,O
97,September,O
97,10,O
97,",",O
97,1919,O
97,.,O
98,The,O
98,agreement,O
98,was,O
98,registered,O
98,in,O
98,the,b
98,League,i
98,of,i
98,Nations,i
98,Treaty,i
98,Series,O
98,on,O
98,21,O
98,October,O
98,1920,O
98,.,O
99,The,O
99,agreement,O
99,was,O
99,concerned,O
99,with,O
99,states,O
99,which,O
99,either,O
99,were,O
99,established,O
99,or,O
99,gained,O
99,new,O
99,territories,O
99,following,O
99,the,O
99,dissolution,O
99,of,O
99,the,O
99,Austro-Hungarian,O
99,Empire,O
99,-,O
99,Romania,O
99,",",O
99,Poland,O
99,",",O
99,Yugoslavia,O
99,and,O
99,Czechoslovakia,O
99,.,O
100,Article,O
100,1,O
100,of,O
100,the,O
100,agreement,O
100,stipulated,O
100,for,O
100,the,O
100,payment,O
100,by,O
100,the,O
100,above,O
100,governments,O
100,of,O
100,1.5,O
100,billion,O
100,Gold,O
100,Francs,O
100,as,O
100,the,O
100,cost,O
100,for,O
100,gaining,O
100,these,O
100,new,O
100,territories,O
100,.,O
101,Article,O
101,2,O
101,laid,O
101,the,O
101,rules,O
101,for,O
101,distribution,O
101,of,O
101,the,O
101,payments,O
101,between,O
101,the,O
101,said,O
101,above,O
101,governments,O
101,.,O
102,Articles,O
102,5-Mar,O
102,stipulated,O
102,the,O
102,sums,O
102,will,O
102,be,O
102,deducted,O
102,from,O
102,the,O
102,war,O
102,reparations,O
102,these,O
102,governments,O
102,were,O
102,to,O
102,receive,O
102,from,O
102,the,O
102,Austrian,O
102,government,O
102,.,O
103,The,b
103,2013,i
103,Special,i
103,Olympics,i
103,World,i
103,Winter,i
103,Games,i
103,was,O
103,a,O
103,Special,O
103,Olympics,O
103,",",O
103,a,O
103,multi-sports,O
103,event,O
103,that,O
103,was,O
103,held,O
103,in,O
103,Pyeongchang,O
103,",",O
103,South,O
103,Korea,O
103,from,O
103,January,O
103,29,O
103,through,O
103,February,O
103,5,O
103,",",O
103,2013,O
103,.,O
104,Though,O
104,officially,O
104,allocated,O
104,to,O
104,Pyeongchang,O
104,",",O
104,events,O
104,were,O
104,also,O
104,held,O
104,in,O
104,Gangneung,O
104,Indoor,O
104,Ice,O
104,Rink,O
104,.,O
105,The,b
105,Marathon,i
105,de,i
105,Mar,i
105,del,i
105,Plata,i
105,is,O
105,an,O
105,annual,O
105,marathon,O
105,foot-race,O
105,that,O
105,takes,O
105,place,O
105,in,O
105,Mar,O
105,del,O
105,Plata,O
105,",",O
105,Argentina,O
105,",",O
105,during,O
105,the,O
105,Southern,O
105,Hemisphere,O
105,'s,O
105,summer,O
105,.,O
106,The,b
106,Asia,i
106,Cooperation,i
106,Dialogue,i
106,(,i
106,ACD,i
106,),i
106,is,O
106,an,O
106,intergovernmental,O
106,organization,O
106,created,O
106,on,O
106,18,O
106,June,O
106,2002,O
106,to,O
106,promote,O
106,Asian,O
106,cooperation,O
106,at,O
106,a,O
106,continental,O
106,level,O
106,and,O
106,to,O
106,ensure,O
106,coordination,O
106,among,O
106,different,O
106,regional,O
106,organizations,O
106,such,O
106,as,O
106,the,b
106,ASEAN,i
106,",",O
106,the,b
106,Gulf,i
106,Cooperation,i
106,Council,i
106,",",O
106,the,b
106,Eurasian,i
106,Economic,i
106,Union,i
106,",",O
106,the,b
106,Shanghai,i
106,Cooperation,i
106,Organisation,i
106,",",O
106,and,O
106,the,b
106,SAARC,i
106,.,O
107,It,O
107,is,O
107,the,O
107,first,O
107,international,O
107,organization,O
107,to,O
107,cover,O
107,the,O
107,whole,O
107,of,O
107,Asia,O
107,.,O
108,Its,O
108,secretariat,O
108,is,O
108,in,O
108,Kuwait,O
108,City,O
108,.,O
109,1982,b
109,Uganda,i
109,Cup,i
109,was,O
109,the,O
109,eighth,O
109,season,O
109,of,O
109,the,O
109,main,O
109,Ugandan,O
109,football,O
109,Cup.On,O
109,9,O
109,August,O
109,2011,O
109,",",O
109,Avis-Amur,b
109,Flight,i
109,9209,i
109,",",O
109,an,O
109,Antonov,O
109,An-12,O
109,cargo,O
109,aircraft,O
109,of,O
109,Avis,O
109,Amur,O
109,crashed,O
109,during,O
109,a,O
109,domestic,O
109,flight,O
109,from,O
109,Magadan,O
109,to,O
109,Keperveyem,O
109,",",O
109,Russia,O
109,",",O
109,killing,O
109,all,O
109,11,O
109,people,O
109,on,O
109,board,O
109,.,O
110,An,O
110,engine,O
110,fire,O
110,was,O
110,reported,O
110,en,O
110,route,O
110,and,O
110,the,O
110,aircraft,O
110,crashed,O
110,while,O
110,attempting,O
110,to,O
110,return,O
110,to,O
110,Magadan,O
110,.,O
111,The,b
111,Weesp,i
111,train,i
111,disaster,i
111,took,O
111,place,O
111,on,O
111,13,O
111,September,O
111,1918,O
111,near,O
111,Weesp,O
111,",",O
111,Netherlands,O
111,.,O
112,With,O
112,41,O
112,deaths,O
112,and,O
112,42,O
112,injuries,O
112,",",O
112,it,O
112,was,O
112,the,O
112,largest,O
112,train,O
112,disaster,O
112,in,O
112,Dutch,O
112,railway,O
112,history,O
112,until,O
112,the,b
112,1962,i
112,Harmelen,i
112,train,i
112,disaster,i
112,.,O
113,The,O
113,102,O
113,train,O
113,from,O
113,Amersfoort,O
113,to,O
113,Amsterdam,O
113,derailed,O
113,near,O
113,the,O
113,railway,O
113,bridge,O
113,over,O
113,the,O
113,Merwedekanaal,O
113,near,O
113,Weesp,O
113,and,O
113,dropped,O
113,off,O
113,the,O
113,bank,O
113,.,O
114,Various,O
114,wooden,O
114,carriages,O
114,were,O
114,splintered,O
114,",",O
114,causing,O
114,many,O
114,casualties,O
114,.,O
115,Hurricane,b
115,Norman,i
115,was,O
115,a,O
115,rare,O
115,tropical,O
115,cyclone,O
115,that,O
115,impacted,O
115,California,O
115,in,O
115,early,O
115,September,O
115,1978,O
115,.,O
116,The,O
116,fourteenth,O
116,named,O
116,storm,O
116,",",O
116,eleventh,O
116,hurricane,O
116,",",O
116,and,O
116,sixth,O
116,major,O
116,hurricane,O
116,of,O
116,the,b
116,1978,i
116,Pacific,i
116,season,i
116,",",O
116,Norman,O
116,originated,O
116,from,O
116,a,O
116,tropical,O
116,wave,O
116,that,O
116,spawned,O
116,an,O
116,area,O
116,of,O
116,disturbed,O
116,weather,O
116,south,O
116,of,O
116,Acapulco,O
116,.,O
117,The,O
117,system,O
117,coalesced,O
117,into,O
117,a,O
117,tropical,O
117,depression,O
117,on,O
117,August,O
117,30,O
117,and,O
117,thrived,O
117,amid,O
117,favorable,O
117,environmental,O
117,conditions,O
117,",",O
117,becoming,O
117,a,O
117,powerful,O
117,Category,O
117,4,O
117,hurricane,O
117,with,O
117,winds,O
117,of,O
117,140,O
117,mph,O
117,(,O
117,230,O
117,km/h,O
117,),O
117,at,O
117,its,O
117,peak,O
117,intensity,O
117,.,O
118,The,O
118,system,O
118,curved,O
118,northward,O
118,",",O
118,passing,O
118,into,O
118,cooler,O
118,waters,O
118,that,O
118,brought,O
118,an,O
118,end,O
118,to,O
118,its,O
118,status,O
118,as,O
118,a,O
118,tropical,O
118,cyclone,O
118,on,O
118,September,O
118,6,O
118,.,O
119,However,O
119,",",O
119,its,O
119,remnants,O
119,combined,O
119,with,O
119,an,O
119,trough,O
119,and,O
119,front,O
119,over,O
119,California,O
119,",",O
119,contributing,O
119,to,O
119,locally,O
119,heavy,O
119,rainfall,O
119,that,O
119,caused,O
119,dozens,O
119,of,O
119,traffic,O
119,accidents,O
119,and,O
119,sporadic,O
119,power,O
119,outages,O
119,.,O
120,In,O
120,higher,O
120,elevations,O
120,",",O
120,the,O
120,system,O
120,produced,O
120,accumulating,O
120,snow,O
120,which,O
120,stranded,O
120,and,O
120,killed,O
120,many,O
120,hikers,O
120,throughout,O
120,Sierra,O
120,Nevada,O
120,.,O
121,Most,O
121,heavily,O
121,affected,O
121,was,O
121,California,O
121,'s,O
121,raisin,O
121,crop,O
121,",",O
121,which,O
121,suffered,O
121,a,O
121,record-breaking,O
121,95,O
121,percent,O
121,loss,O
121,.,O
122,Overall,O
122,",",O
122,Norman,O
122,killed,O
122,eight,O
122,people,O
122,and,O
122,caused,O
122,over,O
122,$,O
122,300,O
122,million,O
122,in,O
122,damage.2024,O
122,Colorado,b
122,Proposition,i
122,131,i
122,is,O
122,a,O
122,proposed,O
122,ballot,O
122,measure,O
122,that,O
122,will,O
122,appear,O
122,before,O
122,voters,O
122,in,O
122,Colorado,O
122,during,O
122,the,b
122,2024,i
122,general,i
122,election,i
122,.,O
123,The,O
123,citizen,O
123,initiated,O
123,proposition,O
123,would,O
123,replace,O
123,Colorado,O
123,'s,O
123,current,O
123,partisan,O
123,primaries,O
123,with,O
123,non-partisan,O
123,blanket,O
123,primaries,O
123,and,O
123,would,O
123,implement,O
123,ranked-choice,O
123,(,O
123,instant-runoff,O
123,),O
123,voting,O
123,for,O
123,most,O
123,statewide,O
123,and,O
123,state,O
123,legislative,O
123,general,O
123,elections,O
123,in,O
123,which,O
123,the,O
123,top,O
123,four,O
123,candidates,O
123,in,O
123,the,O
123,primary,O
123,would,O
123,qualify,O
123,for,O
123,the,O
123,general,O
123,election,O
123,ballot,O
123,.,O
124,The,b
124,Harz,i
124,Mountain,i
124,Run,i
124,(,O
124,German,O
124,:,O
124,Harz-Gebirgslauf,O
124,),O
124,is,O
124,a,O
124,mountain,O
124,run,O
124,",",O
124,that,O
124,has,O
124,taken,O
124,place,O
124,since,O
124,1978,O
124,in,O
124,October,O
124,in,O
124,Wernigerode,O
124,in,O
124,central,O
124,Germany,O
124,.,O
125,Since,O
125,1990,O
125,",",O
125,its,O
125,programme,O
125,of,O
125,events,O
125,has,O
125,included,O
125,a,O
125,marathon,O
125,race,O
125,",",O
125,the,b
125,Brocken,i
125,Marathon,i
125,",",O
125,which,O
125,is,O
125,reckoned,O
125,to,O
125,be,O
125,one,O
125,of,O
125,the,O
125,toughest,O
125,in,O
125,Germany,O
125,.,O
126,Other,O
126,events,O
126,include,O
126,a,O
126,22,O
126,km,O
126,run,O
126,and,O
126,an,O
126,11,O
126,km,O
126,run,O
126,.,O
127,In,O
127,2007,O
127,a,O
127,5,O
127,km,O
127,run,O
127,was,O
127,offered,O
127,for,O
127,the,O
127,first,O
127,time,O
127,that,O
127,started,O
127,at,O
127,the,O
127,same,O
127,time,O
127,as,O
127,the,O
127,11,O
127,km,O
127,run,O
127,.,O
128,The,O
128,event,O
128,attracts,O
128,several,O
128,thousand,O
128,participants,O
128,",",O
128,e.g,O
128,.,O
129,in,O
129,2001,O
129,there,O
129,were,O
129,"3,500",O
129,and,O
129,",",O
129,in,O
129,2004,O
129,",",O
129,"3,110",O
129,runners,O
129,finished,O
129,",",O
129,including,O
129,695,O
129,men,O
129,and,O
129,73,O
129,women,O
129,in,O
129,the,O
129,marathon,O
129,.,O
130,The,O
130,record,O
130,was,O
130,achieved,O
130,in,O
130,1987,O
130,with,O
130,over,O
130,"5,000",O
130,participants,O
130,.,O
131,Fox,b
131,Film,i
131,Corp,i
131,v.,i
131,Doyal,i
131,",",i
131,286,i
131,U.S.,i
131,123,i
131,(,i
131,1932,i
131,),i
131,",",O
131,was,O
131,a,O
131,United,O
131,States,O
131,Supreme,O
131,Court,O
131,case,O
131,in,O
131,which,O
131,the,O
131,Court,O
131,held,O
131,that,O
131,states,O
131,may,O
131,tax,O
131,copyright,O
131,royalties,O
131,",",O
131,as,O
131,they,O
131,can,O
131,patent,O
131,royalties,O
131,",",O
131,because,O
131,even,O
131,though,O
131,copyrights,O
131,&,O
131,patents,O
131,are,O
131,granted,O
131,by,O
131,the,O
131,federal,O
131,government,O
131,",",O
131,they,O
131,are,O
131,still,O
131,private,O
131,property,O
131,subject,O
131,to,O
131,taxation,O
131,.,O
132,On,O
132,the,O
132,night,O
132,of,O
132,17-18,O
132,September,O
132,2024,O
132,",",O
132,during,O
132,the,b
132,Russo-Ukrainian,i
132,War,i
132,",",O
132,Ukraine,O
132,launched,O
132,a,O
132,drone,O
132,attack,O
132,on,O
132,the,O
132,Main,O
132,Missile,O
132,and,O
132,Artillery,O
132,Directorate,O
132,(,O
132,GRAU,O
132,),O
132,107th,O
132,arsenal,O
132,ammunition,O
132,depot,O
132,in,O
132,Toropets,O
132,",",O
132,causing,O
132,a,O
132,massive,O
132,series,O
132,of,O
132,explosions,O
132,and,O
132,fires,O
132,and,O
132,shattering,O
132,of,O
132,windows,O
132,across,O
132,nearby,O
132,towns,O
132,.,O
133,The,O
133,main,O
133,explosion,O
133,caused,O
133,a,O
133,82m-wide,O
133,crater,O
133,and,O
133,a,O
133,seismic,O
133,wave,O
133,of,O
133,magnitude,O
133,2.5~2.8,O
133,on,O
133,18,O
133,September,O
133,",",O
133,3:56,O
133,am,O
133,",",O
133,local,O
133,time,O
133,.,O
134,Such,O
134,supply,O
134,chain,O
134,disruption,O
134,could,O
134,reduce,O
134,Russia,O
134,'s,O
134,firepower,O
134,in,O
134,its,O
134,war,O
134,effort,O
134,in,O
134,Ukraine,O
134,.,O
135,The,b
135,2018,i
135,Antrim,i
135,Senior,i
135,Football,i
135,Championship,i
135,is,O
135,the,O
135,117th,O
135,official,O
135,edition,O
135,of,O
135,Antrim,b
135,GAA,i
135,'s,i
135,premier,i
135,club,i
135,gaelic,i
135,football,i
135,tournament,i
135,for,O
135,senior,O
135,clubs,O
135,in,O
135,County,O
135,Antrim,O
135,.,O
136,12,O
136,teams,O
136,compete,O
136,with,O
136,the,O
136,winners,O
136,receiving,O
136,the,b
136,Padraig,i
136,McNamee,i
136,Cup,i
136,and,O
136,representing,O
136,Antrim,O
136,in,O
136,the,b
136,Ulster,i
136,Senior,i
136,Club,i
136,Football,i
136,Championship,i
136,.,O
137,The,b
137,Antrim,i
137,championship,i
137,has,O
137,a,O
137,straight,O
137,knock-out,O
137,format,O
137,.,O
138,St,O
138,Brigid,O
138,'s,O
138,returned,O
138,to,O
138,the,O
138,senior,O
138,championship,O
138,in,O
138,2018,O
138,after,O
138,a,O
138,one,O
138,year,O
138,exodus,O
138,.,O
139,Lomh,O
139,Dhearg,O
139,were,O
139,the,O
139,defending,O
139,champions,O
139,after,O
139,they,O
139,defeated,O
139,St,O
139,John,O
139,'s,O
139,in,O
139,the,b
139,2017,i
139,final,i
139,.,O
140,St,O
140,Joseph,O
140,'s,O
140,Glenavy,O
140,were,O
140,relegated,O
140,after,O
140,finishing,O
140,12th,O
140,respectively,O
140,in,O
140,the,O
140,S.F.L,O
140,.,O
141,On,O
141,21,O
141,October,O
141,2018,O
141,",",O
141,Erin,O
141,'s,O
141,Own,O
141,Cargin,O
141,claimed,O
141,their,O
141,8th,O
141,S.F.C,O
141,.,O
142,when,O
142,defeating,O
142,Creggan,O
142,Kickhams,O
142,0-5,O
142,to,O
142,0-4,O
142,in,O
142,the,O
142,final,O
142,at,O
142,Ahoghill,O
142,.,O
143,The,b
143,1942,i
143,Belize,i
143,hurricane,i
143,was,O
143,one,O
143,of,O
143,only,O
143,two,O
143,known,O
143,hurricanes,O
143,to,O
143,strike,O
143,Belize,O
143,in,O
143,the,O
143,month,O
143,of,O
143,November,O
143,",",O
143,alongside,O
143,Hurricane,b
143,Lisa,i
143,in,O
143,2022,O
143,.,O
144,The,O
144,thirteenth,O
144,observed,O
144,tropical,O
144,cyclone,O
144,",",O
144,eleventh,O
144,tropical,O
144,storm,O
144,",",O
144,and,O
144,fourth,O
144,hurricane,O
144,of,O
144,the,b
144,1942,i
144,Atlantic,i
144,hurricane,i
144,season,i
144,",",O
144,this,O
144,storm,O
144,was,O
144,detected,O
144,in,O
144,the,O
144,vicinity,O
144,of,O
144,Turks,O
144,and,O
144,Caicos,O
144,Islands,O
144,on,O
144,November,O
144,5,O
144,.,O
145,Initially,O
145,a,O
145,tropical,O
145,storm,O
145,",",O
145,it,O
145,strengthened,O
145,slowly,O
145,while,O
145,moving,O
145,westward,O
145,and,O
145,then,O
145,south-southwestward,O
145,across,O
145,the,O
145,Bahamas,O
145,.,O
146,On,O
146,November,O
146,6,O
146,",",O
146,the,O
146,storm,O
146,became,O
146,a,O
146,Category,O
146,1,O
146,hurricane,O
146,on,O
146,the,O
146,modern,O
146,day,O
146,Saffir-Simpson,O
146,hurricane,O
146,wind,O
146,scale,O
146,.,O
147,Later,O
147,that,O
147,day,O
147,",",O
147,it,O
147,made,O
147,landfall,O
147,in,O
147,Cayo,O
147,Romano,O
147,",",O
147,Camagüey,O
147,Province,O
147,",",O
147,Cuba,O
147,.,O
148,Impact,O
148,in,O
148,Cuba,O
148,and,O
148,the,O
148,Bahamas,O
148,was,O
148,limited,O
148,to,O
148,lower,O
148,barometric,O
148,pressure,O
148,readings,O
148,and,O
148,strong,O
148,winds,O
148,.,O
149,While,O
149,crossing,O
149,Cuba,O
149,",",O
149,the,O
149,system,O
149,weakened,O
149,to,O
149,a,O
149,tropical,O
149,storm,O
149,early,O
149,on,O
149,November,O
149,7,O
149,",",O
149,shortly,O
149,before,O
149,emerging,O
149,into,O
149,the,O
149,Caribbean,O
149,Sea,O
149,.,O
150,The,O
150,storm,O
150,re-strengthened,O
150,into,O
150,a,O
150,hurricane,O
150,later,O
150,that,O
150,day,O
150,and,O
150,headed,O
150,southwestward,O
150,.,O
151,Late,O
151,on,O
151,November,O
151,8,O
151,",",O
151,this,O
151,system,O
151,curved,O
151,westward,O
151,and,O
151,intensified,O
151,into,O
151,a,O
151,Category,O
151,2,O
151,hurricane,O
151,.,O
152,Six,O
152,hours,O
152,later,O
152,",",O
152,it,O
152,peaked,O
152,with,O
152,winds,O
152,of,O
152,110,O
152,mph,O
152,(,O
152,175,O
152,km/h,O
152,),O
152,.,O
153,Early,O
153,on,O
153,November,O
153,9,O
153,",",O
153,the,O
153,storm,O
153,struck,O
153,Caye,O
153,Caulker,O
153,and,O
153,northern,O
153,Belize,O
153,District,O
153,.,O
154,Rapidly,O
154,weakening,O
154,",",O
154,the,O
154,system,O
154,fell,O
154,to,O
154,tropical,O
154,storm,O
154,status,O
154,within,O
154,12,O
154,hours,O
154,of,O
154,landfall,O
154,.,O
155,By,O
155,early,O
155,on,O
155,November,O
155,10,O
155,",",O
155,it,O
155,emerged,O
155,into,O
155,the,O
155,Bay,O
155,of,O
155,Campeche,O
155,.,O
156,The,O
156,storm,O
156,meandered,O
156,erratically,O
156,until,O
156,striking,O
156,the,O
156,Yucatán,O
156,Peninsula,O
156,on,O
156,November,O
156,11,O
156,and,O
156,dissipating,O
156,hours,O
156,later,O
156,.,O
157,Strong,O
157,winds,O
157,were,O
157,observed,O
157,in,O
157,Belize,O
157,and,O
157,Mexico,O
157,'s,O
157,Yucatan,O
157,Peninsula,O
157,.,O
158,Severe,O
158,damage,O
158,was,O
158,reported,O
158,in,O
158,the,O
158,former,O
158,.,O
159,About,O
159,90,O
159,%,O
159,of,O
159,structures,O
159,in,O
159,San,O
159,Pedro,O
159,Town,O
159,were,O
159,destroyed,O
159,",",O
159,while,O
159,Newtown,O
159,was,O
159,obliterated,O
159,",",O
159,causing,O
159,its,O
159,residents,O
159,to,O
159,relocate,O
159,and,O
159,establish,O
159,the,O
159,village,O
159,of,O
159,Hopkins,O
159,.,O
160,Trees,O
160,and,O
160,crops,O
160,such,O
160,as,O
160,coconuts,O
160,also,O
160,suffered,O
160,heavy,O
160,losses,O
160,.,O
161,Overall,O
161,",",O
161,nine,O
161,deaths,O
161,and,O
161,approximately,O
161,$,O
161,4,O
161,million,O
161,(,O
161,1942,O
161,USD,O
161,),O
161,in,O
161,damage,O
161,were,O
161,reported,O
161,.,O
161,Black,b
161,Friday,i
161,",",O
161,in,O
161,British,O
161,labour,O
161,history,O
161,",",O
161,refers,O
161,to,O
161,15,O
161,April,O
161,1921,O
161,",",O
161,when,O
161,the,O
161,leaders,O
161,of,O
161,transport,O
161,and,O
161,rail,O
161,unions,O
161,announced,O
161,a,O
161,decision,O
161,not,O
161,to,O
161,call,O
161,for,O
161,strike,O
161,action,O
161,in,O
161,support,O
161,of,O
161,the,O
161,miners,O
161,.,O
162,The,O
162,epithet,O
162,'black,O
162,',O
162,derives,O
162,from,O
162,a,O
162,widespread,O
162,feeling,O
162,amongst,O
162,labour,O
162,radicals,O
162,that,O
162,the,O
162,decision,O
162,amounted,O
162,to,O
162,a,O
162,breach,O
162,of,O
162,solidarity,O
162,and,O
162,a,O
162,betrayal,O
162,of,O
162,the,O
162,miners,O
162,.,O
163,Black,b
163,Friday,i
163,caused,O
163,the,b
163,1921,i
163,United,i
163,Kingdom,i
163,census,i
163,",",O
163,which,O
163,had,O
163,been,O
163,planned,O
163,for,O
163,24,O
163,April,O
163,",",O
163,to,O
163,be,O
163,pushed,O
163,back,O
163,to,O
163,June,O
163,.,O
164,The,b
164,Osnabruck,i
164,mortar,i
164,attack,i
164,was,O
164,an,O
164,improvised,O
164,mortar,O
164,attack,O
164,carried,O
164,out,O
164,by,O
164,a,O
164,Provisional,O
164,Irish,O
164,Republican,O
164,Army,O
164,(,O
164,IRA,O
164,),O
164,unit,O
164,based,O
164,in,O
164,mainland,O
164,Europe,O
164,on,O
164,28,O
164,June,O
164,1996,O
164,against,O
164,the,O
164,British,O
164,Army,O
164,'s,O
164,Quebec,O
164,Barracks,O
164,at,O
164,Osnabruck,O
164,Garrison,O
164,near,O
164,Osnabruck,O
164,",",O
164,Germany,O
164,.,O
165,A,O
165,one-day,O
165,strike,O
165,action,O
165,took,O
165,place,O
165,in,O
165,Spain,O
165,on,O
165,27,O
165,September,O
165,2024,O
165,",",O
165,led,O
165,by,O
165,the,O
165,CGT,O
165,trade,O
165,union,O
165,federation,O
165,and,O
165,multiple,O
165,other,O
165,organizations,O
165,.,O
166,The,b
166,2017,i
166,South,i
166,American,i
166,Youth,i
166,Games,i
166,",",O
166,also,O
166,known,O
166,as,O
166,the,b
166,II,i
166,South,i
166,American,i
166,Youth,i
166,Games,i
166,",",O
166,were,O
166,a,O
166,multi-sport,O
166,event,O
166,celebrated,O
166,in,O
166,Santiago,O
166,",",O
166,Chile,O
166,.,O
167,All,O
167,14,O
167,National,O
167,Olympic,O
167,Committees,O
167,(,O
167,NOCs,O
167,),O
167,of,O
167,the,O
167,ODESUR,O
167,were,O
167,expected,O
167,to,O
167,compete,O
167,.,O
168,The,b
168,2017,i
168,Polish,i
168,Super,i
168,Cup,i
168,was,O
168,held,O
168,on,O
168,7,O
168,July,O
168,2017,O
168,between,O
168,the,O
168,2016-17,O
168,Ekstraklasa,O
168,winners,O
168,Legia,O
168,Warsaw,O
168,and,O
168,the,O
168,2016-17,O
168,Polish,O
168,Cup,O
168,winners,O
168,Arka,O
168,Gdynia,O
168,.,O
169,The,b
169,Registration,i
169,of,i
169,Births,i
169,",",i
169,Deaths,i
169,and,i
169,Marriages,i
169,(,i
169,Scotland,i
169,),i
169,Act,i
169,1965,i
169,",",O
169,is,O
169,an,O
169,act,O
169,of,O
169,the,O
169,Parliament,O
169,of,O
169,the,O
169,United,O
169,Kingdom,O
169,",",O
169,which,O
169,amended,O
169,the,O
169,existing,O
169,legislation,O
169,controlling,O
169,the,O
169,registration,O
169,system,O
169,of,O
169,births,O
169,",",O
169,deaths,O
169,and,O
169,marriages,O
169,in,O
169,Scotland,O
169,founded,O
169,in,O
169,1855,O
169,.,O
170,The,O
170,Act,O
170,set,O
170,out,O
170,the,O
170,roles,O
170,",",O
170,responsibilities,O
