title,summary,url
Osnabrück mortar attack,"The Osnabrück mortar attack was an improvised mortar attack carried out by a Provisional Irish Republican Army (IRA) unit based in mainland Europe on 28 June 1996 against the British Army's Quebec Barracks at Osnabrück Garrison near Osnabrück, Germany.

",https://en.wikipedia.org/wiki/Osnabr%C3%BCck_mortar_attack
Escape (Misia song),"""Escape"" is Misia's 6th single. It was released on 7 July 2000. It peaked at #7 selling 81,130 copies on its first week. It was used in a commercial for Kenwood's ""Avino"".

",https://en.wikipedia.org/wiki/Escape_(Misia_song)
Limnonectes poilani,"Limnonectes poilani is a species of frog in the family Dicroglossidae from eastern Cambodia and southern Vietnam. It was originally described as a subspecies of Limnonectes kohchangae with whom it has been confused.
Limnonectes poilani is an uncommon species found in upland forests. It is not considered threatened by the IUCN.",https://en.wikipedia.org/wiki/Limnonectes_poilani
Guest House of Imperial Envoys,"The Guest House of Imperial Envoys (Chinese: 欽差行臺; Wade–Giles: ch'in ch'ai hsing t'ai) is the former site of the Qing dynasty government yamen that ruled Taiwan. The building is located at Taipei Botanical Garden in Zhongzheng District, Taipei. The building is the only office of the Qing dynasty remaining in Taiwan.

",https://en.wikipedia.org/wiki/Guest_House_of_Imperial_Envoys
2017 South American Youth Games,"The 2017 South American Youth Games, also known as the II South American Youth Games, were a multi-sport event celebrated in Santiago, Chile. All 14 National Olympic Committees (NOCs) of the ODESUR were expected to compete.

",https://en.wikipedia.org/wiki/2017_South_American_Youth_Games
Green Brigade Marching Band,"The Green Brigade Marching Band is the marching band of the University of North Texas in Denton, home of the North Texas Mean Green.  The band is open to all university students, but is curricular and integral for music education majors.  The Green Brigade is one of approximately 40 student ensembles in the University of North Texas College of Music, a comprehensive music school with the largest enrollment of any music institution accredited by the National Association of Schools of Music.  The band is critically acclaimed and has been featured as an exhibition band for numerous marching festivals — including upcoming exhibition performances at the 2021 Texas UIL State Marching Finals, the 2021 Bands of America DFW regional competition, and taking part in the 2022 Saint Patrick's Day parade in Dublin.
One of several distinct traditions of the Green Brigade is to perform ""You'll Never Walk Alone,"" from the musical Carousel, at the end of football games.",https://en.wikipedia.org/wiki/Green_Brigade_Marching_Band
Blacks in Colorado Hall of Fame,"Blacks in Colorado Hall of Fame is a collaboration between Denver Public Library and Denver Public Schools to honor African American Coloradans who were the first in their field to accomplish a professional goal and/or who have actively supported the African American community while achieving their goal.
The original series contained forty-one photographs and was created in 1973 as part of a cooperative venture for Black Awareness Month between the Denver Public Library and the Denver Public Schools. In 1985, as part of the Ford-Warren Branch Library’s 10th Anniversary Celebration, an additional four black Coloradoans were inducted into this Hall of Fame. Since then, every other year at least one is entered into the Hall of Fame Series.",https://en.wikipedia.org/wiki/Blacks_in_Colorado_Hall_of_Fame
2016–17 in Ukrainian football,The 2016–17 season was the 26th season of competitive association football in Ukraine since dissolution of the Soviet Union.,https://en.wikipedia.org/wiki/2016%E2%80%9317_in_Ukrainian_football
Odostomia collea,"Odostomia collea is a species of sea snail, a marine gastropod mollusc in the family Pyramidellidae, the pyrams and their allies.

",https://en.wikipedia.org/wiki/Odostomia_collea
Ponderosa State Park,"Ponderosa State Park is a public recreation area and state park occupying a peninsula in Payette Lake on the northeast edge of McCall in Valley County, Idaho, United States. The park's 1,515 acres (613 ha) include a second unit, called North Beach, located six miles (9.7 km) north of McCall at the northern extremity of the lake. Ponderosa is a popular park for day use and camping. In 2020, the park recorded 392,417 day users and 78,081 campers making it the 5th most visited state park in Idaho that year. There is a motor vehicle entry fee of $7.00 per vehicle, per day for both Idaho residents and non-residents. Idaho residents can purchase an Idaho State Parks Passport for $10 per vehicle, per year which will give them unlimited access to Ponderosa State Park and any other state park for the year.",https://en.wikipedia.org/wiki/Ponderosa_State_Park
Nikadjekraj,"Nikadjekraj (Neveristheend) is the fourth studio album by the Serbian alternative rock band Veliki Prezir, released by B92 in 2009. The album was elected as the best domestic album in 2009 according to the critics of the webzine Popboks.",https://en.wikipedia.org/wiki/Nikadjekraj
Iveleary GAA,"Iveleary GAA is a Gaelic Athletic Association club located in the village of Inchigeelagh, County Cork, Ireland. The club fields teams in both hurling and Gaelic football.",https://en.wikipedia.org/wiki/Iveleary_GAA
Yüreğir Cultural Centre,"Yüreğir Cultural Centre (Turkish: Yüreğir Kültür Merkezi) is a complex in the Yüreğir district of Adana, that is composed of three conference halls. The centre is built in a modern mix of Seljuk and Ottoman styles, next to a park in the Kazım Karabekir neighbourhood.
Yüreğir Cultural Centre has the largest hall in Adana, with 1000-seater capacity, and it is used mostly for conferences. The other two halls, 200-seater both, are for conferences and weddings.",https://en.wikipedia.org/wiki/Y%C3%BCre%C4%9Fir_Cultural_Centre
Comparison of web template engines,"The following table lists the various web template engines used in Web template systems and a brief rundown of their features.

",https://en.wikipedia.org/wiki/Comparison_of_web_template_engines
"St Leonard's, Edinburgh","St Leonard's is a neighbourhood of south-central Edinburgh, Scotland, United Kingdom. Once notable as a centre of industry, it is now primarily residential.
The area takes its name from the mediaeval hospital of St Leonard, which stood on St Leonard's Hill on the edge of Holyrood Park. The hospital had fallen out of use by the mid-17th century but, by the middle of the following century, a small village had developed on the east side of the road between Edinburgh and Dalkeith. One prominent house built in this time, Hermits and Termits, survives. In 1831, the Edinburgh and Dalkeith Railway opened its northern terminus at St Leonard's. Later in the 19th century, businesses including Thomas Nelson & Sons publishers and J. & G. Stewart distillers established manufacturing operations in St Leonard's. Industry declined throughout the 20th century with the station and Nelson's Parkside Works closing in 1968. In this period, abortive plans to demolish much of the area in favour of a ring road led to ""planning blight"" and the destruction of many older properties. Since the 1970s, however, St Leonard's has been redeveloped as a residential neighbourhood.
St Leonard's is the site of the University of Edinburgh's Pollock Halls of Residence, including the Confucius Institute of Scotland. The Royal Commonwealth Pool – used in the 1970, 1986 and 2014 Commonwealth Games – is located here, as is St Leonard's Police Station. Until 2020, Scottish Widows was headquartered in St Leonard's.","https://en.wikipedia.org/wiki/St_Leonard%27s,_Edinburgh"
September 2024 pro-Palestinian strike in Spain,"A one-day strike action took place in Spain on 27 September 2024, led by the CGT trade union federation and multiple other organizations.

",https://en.wikipedia.org/wiki/September_2024_pro-Palestinian_strike_in_Spain
"Lohar, Punjab","Lohar is a village in Jalandhar district of Punjab State, India. It is located 12 kilometres (7.5 mi) from district headquarter Jalandhar and 161 kilometres (100 mi) from state capital Chandigarh. The village is administrated by a sarpanch who is an elected representative of village as per Panchayati raj (India).","https://en.wikipedia.org/wiki/Lohar,_Punjab"
Hejrat Durab,"Hejrat Durab (Persian: هجرت دوراب, also Romanized as Hejrat Dūrāb; also known as Hejratābād) is a village in Bahmai-ye Garmsiri-ye Shomali Rural District, Bahmai-ye Garmsiri District, Bahmai County, Kohgiluyeh and Boyer-Ahmad Province, Iran. At the 2006 census, its population was 49, in 8 families.",https://en.wikipedia.org/wiki/Hejrat_Durab
Santa Maria della Ferraria,"The Abbey of Santa Maria della Ferraria was a Cistercian monastery located in Vairano Patenora, Province of Caserta, Italy.
 Presently only ruins remain.",https://en.wikipedia.org/wiki/Santa_Maria_della_Ferraria
Saint-Joseph-du-Lac,"Saint-Joseph-du-Lac (French pronunciation: [sɛ̃ ʒozɛf dy lak]) is a municipality in the Laurentides region of Quebec, Canada, part of the Deux-Montagnes Regional County Municipality.

",https://en.wikipedia.org/wiki/Saint-Joseph-du-Lac
Boulogne-Billancourt,"Boulogne-Billancourt (French pronunciation: [bulɔɲ bijɑ̃kuʁ] ; often colloquially called simply Boulogne, until 1924 Boulogne-sur-Seine, [bulɔɲ syʁ sɛn]) is a wealthy and prestigious commune in the western suburbs of Paris, France, located 8.2 km (5 mi) from the centre of Paris. It is a subprefecture of the Hauts-de-Seine department and thus the seat of the larger arrondissement of Boulogne-Billancourt. It is also part of the Métropole du Grand Paris. Boulogne-Billancourt includes one island in the Seine: Île Seguin. 
Boulogne-Billancourt is one of the wealthiest regions in the Parisian area and in France. Formerly an important industrial site, it has successfully reconverted into business services and is now home to major communication companies headquartered in the Val de Seine business district.

",https://en.wikipedia.org/wiki/Boulogne-Billancourt
"St. Mary's Cathedral, Windhoek","St. Mary's Cathedral, known as St. Marien Kathedrale in German, is a Roman Catholic church in Windhoek, Namibia. It is the seat of the Archdiocese of Windhoek. It is in the Karl-Werner street in the center of Windhoek and offers religious services every day except Monday night. It was built between 1906 and 1908 from local materials and elements of brick Romanesque revival style.
The facade features a porch preceded by three semicircular arches topped by an arch and a triple. It is flanked by two quadrangular twin towers rising on four levels and crowned by arrows painted white.

","https://en.wikipedia.org/wiki/St._Mary%27s_Cathedral,_Windhoek"
Yoshiura Station,"Yoshiura Station (吉浦駅, Yoshiura-eki) is a passenger railway station located in the city of Kure, Hiroshima Prefecture, Japan. It is operated by the West Japan Railway Company (JR West).

",https://en.wikipedia.org/wiki/Yoshiura_Station
Port Pirie South,"Port Pirie is a small city on the east coast of the Spencer Gulf in South Australia, 223 km (139 mi) north of the state capital, Adelaide. Port Pirie is the largest city and the main retail centre of the Mid North region of South Australia. The city has an expansive history which dates back to 1845. Port Pirie was the first proclaimed regional city in South Australia, and is currently the second most important and second busiest port in SA.
At the 2021 Census, Port Pirie had a population of 13,896. Port Pirie is the eighth most populous city in South Australia after Adelaide, Mount Gambier, Gawler, Mount Barker, Whyalla, Murray Bridge and Port Lincoln.
The city's economy is dominated by one of the world's largest lead smelters, operated by Nyrstar. It also produces refined silver, copper, acid, gold and various other by-products. 
In 2014, the smelter underwent a $650 million upgrade, of which $291 million was underwritten by the state government to replace some of the old existing plant and to reduce airborne lead emissions drastically. Regardless of these upgrades, blood lead levels in young children continue to rise. In 2021 a report from the South Australian Health Department found an average blood level of 7.3 mg/dL in young children, compared to a finding of 5.3 mg/dL in 2014, and an upward trend of airborne lead levels.

",https://en.wikipedia.org/wiki/Port_Pirie
2024 GT World Challenge America,"The 2024 Fanatec GT World Challenge America Powered by AWS was the eighteenth season of the United States Auto Club's GT World Challenge America, and the seventh under ownership of SRO Motorsports Group.
The season began at Sonoma on April 5, and ended at Indianapolis on October 6.",https://en.wikipedia.org/wiki/2024_GT_World_Challenge_America
Handiaya,"Handiaya is a town and a nagar panchayat in Barnala district in the Indian state of Punjab.
Handiaya is a Nagar Panchayat and a town in district of Barnala, Punjab. The town is divided into 11 wards for which elections are held every 5 years.",https://en.wikipedia.org/wiki/Handiaya
Seret,"Transhumance is a type of pastoralism or nomadism, a seasonal movement of livestock between fixed summer and winter pastures. In montane regions (vertical transhumance), it implies movement between higher pastures in summer and lower valleys in winter. Herders have a permanent home, typically in valleys. Generally only the herds travel, with a certain number of people necessary to tend them, while the main population stays at the base. In contrast, movement in plains or plateaus (horizontal transhumance) is more susceptible to being disrupted by climatic, economic, or political change.
Traditional or fixed transhumance has occurred throughout the inhabited world, particularly Europe and western Asia. It is often important to pastoralist societies, as the dairy products of transhumance flocks and herds (milk, butter, yogurt and cheese) may form much of the diet of such populations. In many languages there are words for the higher summer pastures, and frequently these words have been used as place names: e.g. hafod in Wales and shieling in Scotland, or alp in Germany, Austria and German-speaking regions of Switzerland.

",https://en.wikipedia.org/wiki/Transhumance
Asteronia,"Asteronia is a genus of fungi in the Microthyriaceae family.
Species as accepted by Species Fungorum;

Asteronia lauraceae Henn. (1908)
Asteronia africana Henn. (1895)
Former species;

Asteronia appendiculosa (Mont. & Berk.) Mont. ex Theiss. & Syd. (1926) = Vizella appendiculosa, Vizellaceae
Asteronia erysiphoides (Kalchbr. & Cooke) Trotter (1926) = Asterostomella erysiphoides, Asterinaceae",https://en.wikipedia.org/wiki/Asteronia
Pink-headed fruit dove,"The pink-headed fruit dove (Ptilinopus porphyreus) also known as pink-necked fruit dove or Temminck's fruit pigeon, is a small colourful dove.
The pink-headed fruit dove is a resident breeding endemic bird in Indonesia where it occurs in the mountain forests of Sumatra, Java and Bali at altitudes of 1000–2200 m. It builds a flimsy nest in a tree and lays one or sometimes two white eggs which are incubated for 20 days to hatching, with a further 15–16 days to fledging. It is a shy and inconspicuous species, generally seen singly or in pairs, but flocks of up to 17 birds may form at favoured fruit trees.

The male has a purple-pink head, neck and throat, bordered below with a white band outlined in greenish black. The upperparts are green and the underparts grey, with yellow undertail coverts. The iris is orange, the bill is greenish, and feet are pink. The female is duller than the male, with a weaker breast band, and the juvenile is an even drabber version of the female. The call is a soft hoo.
This dove feeds on figs, small fruit and berries in the upper canopy of the forest, where it is well-camouflaged amongst the green foliage.
The pink-headed fruit dove is restricted to less than 12,000 km² of forest in three sites on Sumatra, sixteen on Java and one on Bali, always on forested mountains at least 2000m high. Most sites are smaller than 200 km² and shrinking. However the species is very inconspicuous and it is not yet thought to be threatened.
The pink-headed fruit dove is evaluated as Least Concern on the IUCN Red List of Threatened Species. While in the past the species was rarely found on offer in traditional bird markets in Indonesia, in 2022 it was found that dozens of pink-headed fruit doves were openly offered for sale on Indonesian Facebook pages and other social media platforms",https://en.wikipedia.org/wiki/Pink-headed_fruit_dove
Thy Geekdom Con,"Thy Geekdom Con is a multi-genre convention held annually at the Greater Philadelphia Expo Center in Oaks, Pennsylvania. The convention has a wide array of activities that feature panels, live performances, video game tournaments, artist alley, dealers room, and celebrity guests.

",https://en.wikipedia.org/wiki/Thy_Geekdom_Con
Royston Commercial Historic District,"The Royston Commercial Historic District is a historic district in Royston, Georgia which was listed on the National Register of Historic Places in 1985.
The 6 acres (2.4 ha) listed area included 33 contributing buildings, which are mostly one- and two-story brick commercial structures with party walls.
It runs between north-south Church Street on the west and the Southern Railroad tracks on the east.
Among the most distinctive are the ""Dorough Building (Carter Hardware), an extremely intact late Victorian structure with a fine corbeled cornice, an intact metal storefront, and a completely intact interior including a pressed metal ceiling and the P.C. Scarboro Building, a finely-detailed, early Ford dealership with a tiled pent roof supported by prominent brackets.""",https://en.wikipedia.org/wiki/Royston_Commercial_Historic_District
2013 AFC Futsal Club Championship qualification,"The 2013 AFC Futsal Club Championship qualification were held to determine 5 spots to the final tournament. The teams finishing first, second and third in the 2012 AFC Futsal Club Championship, receive automatic byes to the final round. It will between 11 and 24 April 2013.

",https://en.wikipedia.org/wiki/2013_AFC_Futsal_Club_Championship_qualification
Chocoaré - Mato Grosso Extractive Reserve,"The Chocoaré - Mato Grosso Extractive Reserve (Portuguese: Reserva Extrativista Chocoaré - Mato Grosso is an extractive reserve in the state of Pará, Brazil.",https://en.wikipedia.org/wiki/Chocoar%C3%A9_-_Mato_Grosso_Extractive_Reserve
Monte Santo de Minas,"Monte Santo de Minas is a Brazilian municipality in the south of the state of Minas Gerais. Its population is 21,513 inhabitants, according to the 2020 estimate. Its area is 594.6 km2 and its density is 35.8 inhabitants per square kilometer.

",https://en.wikipedia.org/wiki/Monte_Santo_de_Minas
List of the busiest airports in Argentina,"The following is a list of the busiest airports in Argentina by passengers traffic. For each airport, the lists cite the principal city associated with the airport, not (necessarily) the municipality where the airport is physically located.

",https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Argentina
Tabaá Zapotec,"Tabaá Zapotec (Central Villa Alta Zapotec) is a Zapotec language of San Juan Tabaá, Oaxaca, Mexico.",https://en.wikipedia.org/wiki/Taba%C3%A1_Zapotec
Lindrothius,"Lindrothius is a subgenus in the ground beetle genus Calathus, family Carabidae. There are about 14 described species in this subgenus, found in Georgia, Russia, and Turkey.
This subgenus has been considered a genus in the past, and its species are sometimes called Lindrothius... instead of Calathus....

",https://en.wikipedia.org/wiki/Lindrothius
APD Tortona Villalvernia,"Associazione Polisportiva Dilettantistica Tortona Villalvernia or simply Tortona Villalvernia is an Italian association football club, based in Tortona, Piedmont. Tortona Villalvernia currently plays in Eccellenza.

",https://en.wikipedia.org/wiki/APD_Tortona_Villalvernia
Voxna,"Voxna (Swedish pronunciation: [ˈvɔ̂ksna]) was a former community (1863–1951) in southern Hälsingland in Ovanåker Municipality in Sweden, along the Bollnäs central railway. The community was named for the Voxnan river to the North.",https://en.wikipedia.org/wiki/Voxna
Bloodtree Rebellion,"Bloodtree Rebellion, subtitled ""Guerilla Warfare on the Planet Somber"", is a science fiction board wargame published by Game Designers' Workshop (GDW) in 1979. The game started as a guierilla wargame based on the Vietnam War, but was changed to a science fiction theme due to the social and political divide over the war in the United States.  

",https://en.wikipedia.org/wiki/Bloodtree_Rebellion
"Pınarlı, Dinar","Pınarlı is a village in the Dinar District, Afyonkarahisar Province, Turkey. Its population is 365 (2021).","https://en.wikipedia.org/wiki/P%C4%B1narl%C4%B1,_Dinar"
Pray the Gay Away?,"Conversion therapy is the pseudoscientific practice of attempting to change an individual's sexual orientation, gender identity, or gender expression to align with heterosexual and cisgender norms. Methods that have been used to this end include forms of brain surgery, surgical or hormonal castration, aversive treatments such as electric shocks, nausea-inducing drugs, hypnosis, counseling, spiritual interventions, visualization, psychoanalysis, and arousal reconditioning.
There is a scientific consensus that conversion therapy is ineffective at changing a person's sexual orientation or gender identity and that it frequently causes significant long-term psychological harm. The position of current evidence-based medicine and clinical guidance is that homosexuality, bisexuality, and gender variance are natural and healthy aspects of human sexuality. 
Historically, conversion therapy was the treatment of choice for individuals who disclosed same-sex attractions or exhibited gender nonconformity, which were formerly assumed to be pathologies by the medical establishment. When performed today, conversion therapy may constitute fraud and when performed on minors, a form of child abuse; it has been described by experts as torture; cruel, inhuman, or degrading treatment; and contrary to human rights.
An increasing number of jurisdictions around the world have passed laws against conversion therapy.",https://en.wikipedia.org/wiki/Conversion_therapy
Saint-Denis-d'Augerons,Saint-Denis-d'Augerons (French pronunciation: [sɛ̃ dəni doʒʁɔ̃]) is a commune in the Eure department in Normandy in northern France.,https://en.wikipedia.org/wiki/Saint-Denis-d%27Augerons
Ravenj,"Ravenj is a village in Badakhshan Province in northeastern Afghanistan.

",https://en.wikipedia.org/wiki/Ravenj
XHCR-FM,"XHCR-FM 96.3/XECR-AM 1340 is a combo radio station in Morelia, Michoacán. It is owned by Grupo TRENU and carries a grupera format known as La Z.",https://en.wikipedia.org/wiki/XHCR-FM
"Markham, Caerphilly","Markham is a small village in the South Wales Valleys in Caerphilly County Borough, to the northeast of Bargoed. The B4511 road links to Markham from Aberbargoed and joins the A4048 road to the north of Argoed. The Sirhowy River flows to the east of the village. The village's population was around 1,495 people in 2011.","https://en.wikipedia.org/wiki/Markham,_Caerphilly"
Arabian sicklefin chimaera,"The Arabian sicklefin chimaera (Neoharriotta pumila) is a species of fish in the family Rhinochimaeridae found near Somalia, Yemen, and possibly India. Its natural habitat is open seas.",https://en.wikipedia.org/wiki/Arabian_sicklefin_chimaera
"Sofkee, Georgia","Sofkee is an unincorporated community in Bibb County, Georgia, United States. It is part of the Macon Metropolitan Statistical Area. The main road through Sofkee is US 129/SR 247 (Hawkinsville Road).","https://en.wikipedia.org/wiki/Sofkee,_Georgia"
Associated graded ring,"In mathematics, in particular abstract algebra, a graded ring is a ring such that the underlying additive group is a direct sum of abelian groups 
  
    
      
        
          R
          
            i
          
        
      
    
    {\displaystyle R_{i}}
  
 such that ⁠
  
    
      
        
          R
          
            i
          
        
        
          R
          
            j
          
        
        ⊆
        
          R
          
            i
            +
            j
          
        
      
    
    {\displaystyle R_{i}R_{j}\subseteq R_{i+j}}
  
⁠. The index set is usually the set of nonnegative integers or the set of integers, but can be any monoid. The direct sum decomposition is usually referred to as gradation or grading.
A graded module is defined similarly (see below for the precise definition). It generalizes graded vector spaces. A graded module that is also a graded ring is called a graded algebra. A graded ring could also be viewed as a graded ⁠
  
    
      
        
          Z
        
      
    
    {\displaystyle \mathbb {Z} }
  
⁠-algebra.
The associativity is not important (in fact not used at all) in the definition of a graded ring; hence, the notion applies to non-associative algebras as well; e.g., one can consider a graded Lie algebra.",https://en.wikipedia.org/wiki/Graded_ring
Fulladu West,"Fulladu West is one of the ten districts of the Central River Division of the Gambia.

",https://en.wikipedia.org/wiki/Fulladu_West
Toyota Vitz,"The Toyota Vitz (Japanese: トヨタ・ヴィッツ, Hepburn: Toyota Vittsu) is a subcompact car produced by the Japanese automobile manufacturer Toyota from 1999 to 2019 in a three- or five-door hatchback body styles. The ""Vitz"" nameplate was used consistently in Japan, while most international markets received the same vehicle as the Toyota Yaris, or as the Toyota Echo in some markets for the first generation. The Vitz was available in Japan from Toyota's Netz Store dealerships. Toyota began production in Japan and later assembled the vehicle in other Asian countries and in France.
By 2010, the first two generations had achieved in excess of 3.5 million sales in over 70 countries, including more than 1.4 million in Japan.
In 2019, the ""Vitz"" nameplate was no longer used in Japan due to faltering sales and the unification of Toyota sales network in Japan, and the vehicle was replaced by the XP210 series Yaris. Since 2023, the nameplate is reused for a rebadged third-generation Suzuki Celerio for African markets.

",https://en.wikipedia.org/wiki/Toyota_Vitz
"Grafton, Indiana","Grafton is an unincorporated community in Black Township, Posey County, in the U.S. state of Indiana.","https://en.wikipedia.org/wiki/Grafton,_Indiana"
Red Bull Arena,"Red Bull Arena is a soccer-specific stadium in Harrison, New Jersey, that is home to the New York Red Bulls of Major League Soccer and NJ/NY Gotham FC of the National Women's Soccer League. Featuring a transparent partial roof, it is located on the waterfront in the Riverbend District of Harrison across the Passaic River from Newark and approximately 7 miles (12 km) west of Lower Manhattan, New York City. With a seating capacity of 25,000, it is the sixth-largest soccer-specific stadium in the United States and in Major League Soccer.

",https://en.wikipedia.org/wiki/Red_Bull_Arena_(New_Jersey)
Tatra K1,"The Tatra K1 was an experimental tramcar developed by ČKD Tatra between 1964 and 1965. 

",https://en.wikipedia.org/wiki/Tatra_K1
Shaheed Bhagat Singh State University,"Shaheed Bhagat Singh State University (SBS State University), previously known as Shaheed Bhagat Singh State Technical Campus and Shaheed Bhagat Singh College of Engineering and Technology, is a state university located in Ferozepur, Punjab. The institution was established by the Government of Punjab in 1995. It is fully supported by the Punjab Government and is registered as a society under the Societies Registration Act of 1860. In 2021, the institute was granted university status and renamed to Shaheed Bhagat Singh State University by Punjab Act No. 10 of 2021.

",https://en.wikipedia.org/wiki/Shaheed_Bhagat_Singh_State_University
2017 Polish Super Cup,The 2017 Polish Super Cup was held on 7 July 2017 between the 2016–17 Ekstraklasa winners Legia Warsaw and the 2016–17 Polish Cup winners Arka Gdynia.,https://en.wikipedia.org/wiki/2017_Polish_Super_Cup
Ankara Arena,"The Ankara Arena (Turkish: Ankara Spor Salonu), is an indoor sporting arena that is located in Ankara, Turkey that opened in April 2010. The seating capacity of the arena is 10,400 spectators.
Built for the 2010 FIBA World Championship, the new venue replaced the nearby Ankara Atatürk Sport Hall as the home of Turkish Basketball League clubs, Hacettepe Üniversitesi, Türk Telekom Basketbol and Optimum TED Ankara Kolejliler.
In 2011, the arena hosted along with the Başkent Volleyball Hall the FIVB Girls Youth World Championship.
Matches of the 2012 FIBA World Olympic Qualifying Tournament for Women were played at the arena between June 25-July 1.

",https://en.wikipedia.org/wiki/Ankara_Arena
Penwartha Coombe,"Penwartha Coombe is a hamlet south of Perranporth, Cornwall, England.",https://en.wikipedia.org/wiki/Penwartha_Coombe
Optonica,"Optoelectronics (or optronics) is the study and application of electronic devices and systems that find, detect and control light, usually considered a sub-field of photonics.  In this context, light often includes invisible forms of radiation such as gamma rays, X-rays, ultraviolet and infrared, in addition to visible light.  Optoelectronic devices are electrical-to-optical or optical-to-electrical transducers, or instruments that use such devices in their operation.
Electro-optics is often erroneously used as a synonym, but is a wider branch of physics that concerns all interactions between light and electric fields, whether or not they form part of an electronic device.
Optoelectronics is based on the quantum mechanical effects of light on electronic materials, especially semiconductors, sometimes in the presence of electric fields.

Photoelectric or photovoltaic effect, used in:
photodiodes (including solar cells)
phototransistors
photomultipliers
optoisolators
integrated optical circuit (IOC) elements
Photoconductivity, used in:
photoresistors
photoconductive camera tubes
charge-coupled imaging devices
Stimulated emission, used in:
injection laser diodes
quantum cascade lasers
Lossev effect, or radiative recombination, used in:
light-emitting diodes or LED
OLEDs
Photoemissivity, used in
photoemissive camera tube
Important applications of optoelectronics include:

Optocoupler
Optical-fiber communications

",https://en.wikipedia.org/wiki/Optoelectronics
M.J. Kumheriya PG College,"M.J. Kumheriya (P.G.) College was established in 2004. It is the first college in Rawla Mandi, Sri Ganganagar. It is recognized by the Rajasthan Government. It is a private college.",https://en.wikipedia.org/wiki/M.J._Kumheriya_PG_College
KCII (AM),"KCII is a radio station based in Washington, Iowa, 30 minutes south of Iowa City.  The station is broadcast on 1380 AM and its translator 102.5 MHz FM. It is a full-service classic hits music station that broadcasts news, sports, community events, severe weather bulletins, and agriculture information.  KCII simulcasts with KCII-FM.  KCII is a part of the Cedar Rapids ADI market as recorded by Arbitron. It was first licensed on February 1, 1962.
KCII is on air 24 hours per day. A full programming list is at kciiradio.com.
KCII 1380 AM was first started in 1961. The studio is located at 110 E Main Street near the Town Square in Washington.

",https://en.wikipedia.org/wiki/KCII_(AM)
Philadelphia FIGHT,"Philadelphia FIGHT (FIGHT) is a Philadelphia AIDS service organization that provides primary care, consumer education, advocacy and research. FIGHT was formed as a partnership of individuals living with HIV & AIDS and clinicians.
FIGHT is a non-profit organization, which is in part funded by the AIDS Activities Coordinating Office of Philadelphia.

",https://en.wikipedia.org/wiki/Philadelphia_FIGHT
"Pioneer Park (Fairbanks, Alaska)","Pioneer Park is a 44-acre (109-ha) city park in Fairbanks, Alaska, United States run by the Fairbanks North Star Borough Department of Parks and Recreation. The park commemorates early Alaskan history with multiple museums and historic displays on site. The park is located along the Chena River and is accessible from Peger and Airport Roads. A waterfront path connects the park to the Carlson Center, Growden Memorial Park and downtown Fairbanks. There is no admission fee to enter the park, though many of the museums and attractions do charge an entrance fee. Concessions are open from Memorial Day weekend through Labor Day, though the park is open year-round and some events are held in the off-season. Free Wi-Fi is available.","https://en.wikipedia.org/wiki/Pioneer_Park_(Fairbanks,_Alaska)"
China Railway CRH6,"The CRH6 is a regional/commuter higher-speed train of the People's Republic of China. It is designed by CRRC Qingdao Sifang and will be manufactured by CRRC Nanjing Puzhen at its subsidiary, the CRRC Guangdong Jiangmen Factory. Unlike other CRH types, most CRH6 trains use unique names; only very few CRH6 use Hexie (Chinese: 和谐号; pinyin: Héxié hào; lit. 'Harmony') as the train name.

",https://en.wikipedia.org/wiki/China_Railway_CRH6
Eleodes goryi,"Eleodes goryi is a species of desert stink beetle in the family Tenebrionidae.

",https://en.wikipedia.org/wiki/Eleodes_goryi
Breedt,"A breed is a specific group of breedable domestic animals having homogeneous appearance (phenotype), homogeneous behavior, and/or other characteristics that distinguish it from other organisms of the same species. In literature, there exist several slightly deviating definitions. Breeds are formed through genetic isolation and either natural adaptation to the environment or selective breeding, or a combination of the two. Despite the centrality of the idea of ""breeds"" to animal husbandry and agriculture, no single, scientifically accepted definition of the term exists.: 340  A breed is therefore not an objective or biologically verifiable classification but is instead a term of art amongst groups of breeders who share a consensus around what qualities make some members of a given species members of a nameable subset.
Another point of view is that a breed is consistent enough in type to be logically grouped together and when mated within the group produce the same type. When bred together, individuals of the same breed pass on these predictable traits to their offspring, and this ability – known as ""breeding true"" – is a requirement for a breed. Plant breeds are more commonly known as cultivars. The offspring produced as a result of breeding animals of one breed with other animals of another breed are known as crossbreeds or mixed breeds. Crosses between animal or plant variants above the level of breed/cultivar (i.e. between species, subspecies, botanical variety, even different genera) are referred to as hybrids.",https://en.wikipedia.org/wiki/Breed
